Progress,Duration (in seconds),Finished,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Informed Consent ,Gender,Gender_4_TEXT,Age,Ethnicity,Hispanic or Latino,Education,Employment,Income,Residency-State,Residency-Community,Residency-Community_4_TEXT,Current Status,Current Status_4_TEXT,Social Media,Social Media_10_TEXT,Political Ideology _1,Party Affiliation _1,Voting,Criminal Record,Criminal Record_3_TEXT,Q127_First Click,Q127_Last Click,Q127_Page Submit,Q127_Click Count,G1-Pew-ABRTLGL,G1-Pew-ABRTN_MED,G1-Pew-ABORTION3,G1-Pew-ABORTION4,G2-ImmigrationPop,G2-ImmigrationPolicy,G2-ImmPolicyImpact,Q128_First Click,Q128_Last Click,Q128_Page Submit,Q128_Click Count,G2-DV1,G2-DV2,G2-DV3-6_1,G2-DV3-6_2,G2-DV3-6_3,G2-DV3-6_4,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,G3-Express,G3-Backlash,Q130_First Click,Q130_Last Click,Q130_Page Submit,Q130_Click Count,G4-Fair,G4-Trust,G4-Decision,G5-PreT-USCourtTrust,G5-PreT-IOTrust,G5-PreT-IOparticipat,G5-PreT-InterCase,G5-PreT-ICCfimiliar,Q131_First Click,Q131_Last Click,Q131_Page Submit,Q131_Click Count,G5-PostT-Relaible,G5-PostT-Fair,G5-PostT-Effective,G5-PostT-Political,Manipulation Check,Manipulation Check_DO,rid,zip,Create New Field or Choose From Dropdown...,Group1-Abortion_DO,Group2-Immigration-PostT_DO,Group3-Speech_DO,Group4-SCOTUS_DO,Group5-ICC-PostT_DO
100,519,TRUE,42.6012,-72.6226,EN,1,Yes,Male,,1947,White,Not Hispanic or Latino,High school diploma or GED,Retired,"$25,000-$49,999",Massachusetts,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,None,,Somewhat Conservative,Independent,Prefer not to disclose.,No,,31.279,64.759,65.897,4,Legal in most cases,Legal,Somewhat difficult,About what it is now,A small population,Not at all adequate,Somewhat,36.489,69.225,70.19,6,Decreased,About the same,Disagree,Disagree,Strongly disagree,Strongly disagree,10.568,33.432,34.79,3,10 -Very Likely,2,48.789,83.061,84.506,4,1-Least Fair,6,No,Not too much,Very little,Somewhat important,"Yes, even without direct U.S. interest","Heard of it, but don’t know much",15.431,36.608,37.788,4,Very unreliable,Neutral,Somewhat ineffective,Extremely biased,AI application in campaign finance,AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement|A case decided by the U.S. Supreme Court,6818ad8b-c463-a94d-48eb-2fc5eaa30f14,01083,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,903,TRUE,44.3019,-92.6781,EN,1,Yes,Female,,1970,White,Not Hispanic or Latino,Some high school or less,Other,"$25,000-$49,999",Minnesota,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,None,,Moderate,Independent,Prefer not to disclose.,No,,7.357,92.941,94.751,7,Legal in most cases,Not sure,Somewhat easy,About what it is now,A moderate population,Somewhat adequate,Somewhat,22.556,94.428,98.425,8,About the same,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,21.524,30.108,32.842,2,7,7,23.215,61.961,63.779,6,7,7,Yes,A moderate amount,Some,Very important,Only if it serves U.S. interests,Never heard of it,22.969,53.925,56.103,6,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|Immigration policy and law enforcement|AI application in campaign finance,6818ac08-d102-450c-2e2e-5a75e806d31c,55992,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,580,TRUE,44.1275,-69.2475,EN,1,Yes,Female,,1959,White,Not Hispanic or Latino,Bachelor’s degree,Retired,Prefer not to say,Maine,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Concservative,Strong Republican,Republican candidate,No,,7.308,53.003,54.491,9,Legal in most cases,Illegal,Somewhat easy,Harder than it is now,A small population,Somewhat adequate,Not at all,21.231,81.231,82.554,12,Increased,Much more dangerous,Agree,Neither agree nor disagree,Agree,Agree,6,86.658,87.865,3,3,10 -Very Likely,6.379,49.184,50.674,5,10-Most Fair,5,Yes,Not at all,Very little,Not important at all,Only if it serves U.S. interests,Somewhat familiar,29.569,44.115,45.443,7,Very unreliable,Very unreliableVery unfair,Very ineffective,Extremely biased,AI application in campaign finance,AI application in campaign finance|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|Expressing opinions on a political issue,6818ad32-e090-88e7-b1c5-58cd486181b4,04864,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,386,TRUE,34.9204,-82.2962,EN,0.8999999761581421,Yes,Male,,1950,White,Not Hispanic or Latino,Bachelor’s degree,Working part-time,"$25,000-$49,999",South Carolina,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Somewhat Liberal,Lean Democrat,Democratic candidate,No,,20.395,38.937,40.094,9,Legal in most cases,Legal,Very difficult,Easier than it is now,A moderate population,Very adequate,lightly impacted,20.011,41.682,42.693,10,Increased,Somewhat more dangerous,Strongly disagree,Strongly disagree,Disagree,Disagree,10.274,24.393,40.672,10,7,3,28.235,39.984,40.99,6,10-Most Fair,5,Yes,A moderate amount,Some,Very important,"No, the U.S. should stay out","Heard of it, but don’t know much",8.875,28.825,31.627,11,Neutral,Somewhat fair,Neutral,Somewhat unbiased,AI application in campaign finance,Immigration policy and law enforcement|AI application in campaign finance|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue,6818ae58-50f9-6f49-0584-fc64412ea87b,29615,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,1209,TRUE,37.759,-77.48,EN,1,Yes,Female,,1979,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$150,000 or more",Virginia,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Concservative,Republican,Republican candidate,No,,2.557,17.54,39.031,6,Illegal in most cases,Not sure,Somewhat easy,Harder than it is now,A moderate population,Not at all adequate,Extremely impacted,745.529,760.613,761.222,7,Decreased,Somewhat safer,Agree,Agree,Agree,Strongly agree,7.101,24.952,44.779,3,5,5,13.19,18.157,63.132,3,7,5,Yes,A moderate amount,None at all,Not important at all,"No, the U.S. should stay out","Heard of it, but don’t know much",9.77,22.022,59.282,4,Very unreliable,Somewhat unfair,Very ineffective,Extremely biased,AI application in campaign finance,Expressing opinions on a political issue|AI application in campaign finance|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement,6818ab3f-f5e8-a518-ee2b-26fa28df7349,23005,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,685,TRUE,38.7883,-121.2366,EN,1,Yes,Male,,9151,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$150,000 or more",California,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Very Concservative,Strong Republican,Republican candidate,No,,1.74,55.984,58.38,8,Legal in most cases,Illegal,Somewhat easy,Harder than it is now,A small population,Somewhat adequate,Not at all,7.531,68.84,69.772,12,Decreased,Somewhat safer,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,10.558,29.356,34.381,8,9,7,2.78,114.888,119.42,10,9,8,No,A moderate amount,Some,Not very important,Only if it serves U.S. interests,"Heard of it, but don’t know much",24.341,51.098,52.219,8,Somewhat unreliable,Neutral,Somewhat ineffective,Neutral,Immigration policy and law enforcement,Immigration policy and law enforcement|Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|AI application in campaign finance,6818ad45-2f5d-1507-c646-322d92b356b3,95650,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,283,TRUE,42.7836,-73.9428,EN,0.699999988,Yes,Male,,1978,White,Not Hispanic or Latino,High school diploma or GED,Working full-time,"$50,000-$74,999",New York,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Somewhat Conservative,Republican,Republican candidate,No,,1.138,32.481,33.871,23,Illegal in most cases,Not sure,Somewhat easy,Harder than it is now,A moderate population,Neither adequate nor inadequate,Somewhat,0.929,14.832,32.2,12,About the same,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1.293,6.673,33.812,6,5,6,0.978,9.4,41.748,7,5,5,Yes,A moderate amount,Some,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",1.872,10.663,31.344,9,Neutral,Neutral,Neutral,Neutral,Immigration policy and law enforcement,Expressing opinions on a political issue|Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|AI application in campaign finance,6818aef3-a13c-b93e-269b-d05b9f947930,12804,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,303,TRUE,38.7006,-93.2338,EN,0.8999999761581421,Yes,Female,,2003,Black or African American,Hispanic or Latino,Associates or technical degree,A homemaker or stay-at-home parent,"$75,000-$99,999",Missouri,Urban,,Yes - I was a naturalized citizen.,,Facebook,,Somewhat Conservative,Republican,Neither - did not vote/voted for an independent candidate,No,,2.47,31.287,32.916,17,Illegal in most cases,Not sure,Very difficult,Harder than it is now,A moderate population,Not at all adequate,Not at all,2.31,43.18,43.657,21,Increased,Much more dangerous,Strongly agree,Agree,Strongly agree,Strongly agree,3.47,10.964,31.733,7,10 -Very Likely,10 -Very Likely,9.768,53.473,56.661,12,10-Most Fair,5,Yes,A moderate amount,None at all,Extremely important,Only if it serves U.S. interests,Never heard of it,7.412,13.393,30.883,10,Neutral,Somewhat unfair,Somewhat ineffective,Neutral,A case decided by the U.S. Supreme Court,A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|Expressing opinions on a political issue|AI application in campaign finance,6818af11-63b2-1905-9373-15c107cbb785,64093,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,305,TRUE,42.2636,-88.1333,EN,0.8999999761581421,Yes,Female,,1956,White,Not Hispanic or Latino,Bachelor’s degree,Retired,"$50,000-$74,999",Iowa,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Liberal,Strong Democrat,Democratic candidate,No,,4.359,38.055,38.687,9,Legal in most cases,Legal,Somewhat difficult,Easier than it is now,Not at all,Very adequate,lightly impacted,8.132,36.404,37.19,12,About the same,About the same,Disagree,Disagree,Agree,Agree,5.081,34.536,39.197,9,5,6,5.641,25.96,31.086,8,5,3,Yes,Not too much,Some,Very important,Only if it serves U.S. interests,"Heard of it, but don’t know much",7.13,27.217,31.145,9,Neutral,Neutral,Neutral,Extremely biased,AI application in campaign finance,Expressing opinions on a political issue|Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|AI application in campaign finance,6818af16-69f3-ff89-7106-587d8d2e3cc1,52641,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,293,TRUE,36.6144,-83.7204,EN,0.5,Yes,Female,,1990,White,Not Hispanic or Latino,High school diploma or GED,A homemaker or stay-at-home parent,"Less than $25,000",Kentucky,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Moderate,Independent,Neither - did not vote/voted for an independent candidate,No,,0.99,29.702,30.997,14,Illegal in all cases,Illegal,Very difficult,Harder than it is now,A large population,Somewhat adequate,lightly impacted,1.095,30.552,31.595,26,Decreased,Somewhat more dangerous,Agree,Agree,Agree,Agree,1.066,26.296,31.337,12,7,8,1.01,28.401,30.702,15,8,8,Yes,A moderate amount,Very little,Very important,"Yes, even without direct U.S. interest",Very familiar,0.883,19.615,31.001,12,Neutral,Neutral,Neutral,Neutral,A case decided by the U.S. Supreme Court,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|AI application in campaign finance,6818af33-fed2-eec5-9ac8-c796ea88add6,40965,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,272,TRUE,40.2363,-75.296,EN,0.8999999761581421,Yes,Male,,1996,White,Not Hispanic or Latino,High school diploma or GED,Working full-time,"$75,000-$99,999",Pennsylvania,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Concservative,Strong Republican,Republican candidate,No,,2.264,31.6,32.296,17,Illegal in most cases,Illegal,Somewhat easy,Harder than it is now,A small population,Somewhat inadequate,Somewhat,1.252,30.017,31.413,32,Decreased,Somewhat more dangerous,Disagree,Agree,Disagree,Agree,1.272,6.475,54.855,12,5,5,0.786,30.216,32.319,19,8,6,Yes,A moderate amount,A great deal,Extremely important,"Yes, even without direct U.S. interest",Very familiar,0.673,32.867,34.162,32,Neutral,Very unreliableVery unfair,Somewhat effective,Extremely biased,Immigration policy and law enforcement,Expressing opinions on a political issue|Immigration policy and law enforcement|AI application in campaign finance|A case decided by the U.S. Supreme Court,6818af55-f9f7-5716-bbd0-e6e7d0d9467c,19446,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,258,TRUE,38.7518,-90.3038,EN,0.8999999761581421,Yes,Female,,1983,White,Not Hispanic or Latino,"Some college, but no degree",Working full-time,"Less than $25,000",Missouri,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Moderate,Republican,Republican candidate,No,,2.484,31.067,33.118,35,Legal in most cases,Legal,Somewhat easy,About what it is now,A moderate population,Somewhat inadequate,Somewhat,0.959,9.86,38.282,10,About the same,Somewhat safer,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,3.145,6.512,31.13,5,7,7,0.844,7.012,34.057,6,9,7,Yes,A moderate amount,Some,Somewhat important,Only if it serves U.S. interests,Somewhat familiar,0.893,5.577,31.318,9,Neutral,Somewhat fair,Somewhat ineffective,Somewhat biased,A case decided by the U.S. Supreme Court,Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|AI application in campaign finance,6818af66-d33c-e30a-6db0-a33f54c498f1,63060,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,291,TRUE,32.6324,-87.3192,EN,1,Yes,Female,,2000,Black or African American,Not Hispanic or Latino,Associates or technical degree,Working full-time,"$25,000-$49,999",Alabama,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,TikTok,,Very Liberal,Strong Democrat,Democratic candidate,No,,1.796,30.993,31.9,11,Legal in most cases,Legal,Somewhat difficult,Easier than it is now,A moderate population,Neither adequate nor inadequate,lightly impacted,4.549,29.515,30.936,13,About the same,About the same,Disagree,Disagree,Disagree,Disagree,8.457,24.425,32.957,7,8,5,0.904,37.118,37.988,8,2,2,Yes,Not too much,Some,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",22.485,32.034,32.524,8,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,AI application in campaign finance|Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement,6818af4a-0fea-08c0-ec79-97b2c7ec68fd,35034,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,319,TRUE,33.4656,-111.9956,EN,0.8999999761581421,Yes,Male,,1976,White,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$75,000-$99,999",Arizona,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Somewhat Liberal,Democrat,Democratic candidate,No,,2.428,29.909,36.602,11,Legal  in all cases,Legal,Very difficult,About what it is now,A moderate population,Somewhat adequate,Somewhat,1.992,19.585,31.839,12,About the same,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,5.704,14.293,31.659,4,10 -Very Likely,1-Not Very Likely,1.485,43.038,44.157,11,5,5,Yes,Not too much,Very little,Somewhat important,Only if it serves U.S. interests,Very familiar,2.019,16.6,31.687,9,Very reliable,Very fair,Very effective,Neutral,Immigration policy and law enforcement,Expressing opinions on a political issue|AI application in campaign finance|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement,6818af2b-a23e-957b-1aad-1b11367af26a,85015,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,337,TRUE,43.0026,-87.9417,EN,0.8999999761581421,Yes,Male,,1995,Black or African American,Hispanic or Latino,Bachelor’s degree,Working full-time,"$25,000-$49,999",Wisconsin,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Moderate,Independent,Democratic candidate,Yes,,1.595,33.098,36.777,19,I don't know/I'm not sure.,Legal,Somewhat difficult,About what it is now,A moderate population,Neither adequate nor inadequate,lightly impacted,0.916,35.744,36.494,12,Decreased,Somewhat safer,Agree,Neither agree nor disagree,Agree,Agree,1.086,21.753,31.301,15,3,7,0.899,73.786,76.699,9,7,7,Yes,Not too much,Very little,Very important,Only if it serves U.S. interests,"Heard of it, but don’t know much",5.528,13.315,31.772,11,Somewhat unreliable,Somewhat fair,Somewhat ineffective,Neutral,Expressing opinions on a political issue,Immigration policy and law enforcement|Expressing opinions on a political issue|AI application in campaign finance|A case decided by the U.S. Supreme Court,6818af1f-d15d-575b-5310-d50f0a4afd06,53215,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,413,TRUE,34.6474,-92.9807,EN,1,Yes,Male,,1965,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$100,000-$149,999",Arkansas,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Others(Please specify),LinkedIn ,Moderate,Lean Democrat,Republican candidate,No,,6.908,61.404,62.6,10,Legal in most cases,Legal,Very difficult,Easier than it is now,A moderate population,Neither adequate nor inadequate,Not at all,5.27,56.955,58.018,11,About the same,Somewhat more dangerous,Disagree,Disagree,Agree,Agree,13.117,32.945,34.201,10,5,5,12.386,51.382,52.518,10,5,4,Yes,A moderate amount,Some,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",5.707,28.977,31.172,14,Somewhat reliable,Somewhat fair,Somewhat ineffective,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement,6818aecc-4b7b-74b0-01e5-972a6629ce1e,71909,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,285,TRUE,39.923,-82.8664,EN,0.699999988,Yes,Male,,1979,White,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$50,000-$74,999",Ohio,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,X (twitter),,Moderate,Lean Democrat,Democratic candidate,No,,2.447,31.56,32.256,8,Legal in most cases,Legal,Somewhat easy,Easier than it is now,A small population,Somewhat inadequate,Significantly impacted,9.289,31.73,32.643,12,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,17.852,31.076,32.656,5,6,8,0.697,32.418,33.114,9,8,5,Yes,A moderate amount,Some,Extremely important,"Yes, even without direct U.S. interest","Heard of it, but don’t know much",1.232,40.746,41.427,8,Somewhat reliable,Very fair,Very effective,Somewhat unbiased,AI application in campaign finance,Immigration policy and law enforcement|AI application in campaign finance|Expressing opinions on a political issue|A case decided by the U.S. Supreme Court,6818af56-bfff-fd7b-57df-12c012834eae,43082,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,281,TRUE,44.4687,-71.1851,EN,0.8999999761581421,Yes,Female,,1962,White,Not Hispanic or Latino,High school diploma or GED,Retired,"Less than $25,000",New Hampshire,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,TikTok,,Somewhat Conservative,Independent,Neither - did not vote/voted for an independent candidate,No,,0.959,29.073,32.325,14,Illegal in most cases,Illegal,Somewhat difficult,Harder than it is now,A small population,Neither adequate nor inadequate,Not at all,1.074,29.805,30.602,16,About the same,About the same,Agree,Agree,Agree,Agree,1.95,24.377,31.049,16,6,6,1.875,30.17,30.938,19,6,6,No,Not too much,Very little,Not very important,"No, the U.S. should stay out","Heard of it, but don’t know much",2.245,18.054,36.745,16,Neutral,Somewhat unfair,Neutral,Somewhat biased,AI application in campaign finance,A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|Immigration policy and law enforcement|AI application in campaign finance,6818af5c-76ee-01e7-fd4b-1841116e513f,03570,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
